,Wfgm,Wfga,WfgRatio,Wfgm3,Wfga3,Wfg3Ratio,Wftm,Wfta,WftRatio,Wor,Wdr,Wast,Wto,Wstl,Wblk
1437,23,57,40,8,23,35,24,33,73,14,28,13,10,11,9
1437,29,66,44,5,25,20,21,27,78,19,26,18,9,7,3
1437,31,63,49,11,28,39,21,30,70,13,31,20,15,8,5
1437,18,52,35,9,25,36,18,29,62,13,30,13,16,8,2
1437,27,63,43,14,38,37,20,30,67,16,32,14,20,5,7
1437,18,52,35,10,29,34,31,40,78,14,26,16,15,10,8
1437,32,71,45,12,30,40,22,28,79,17,28,19,5,4,6
1437,25,51,49,6,24,25,17,24,71,7,28,20,12,12,6
1437,28,56,50,10,26,38,22,28,79,12,25,15,12,9,3
1437,26,52,50,5,16,31,19,27,70,6,25,13,16,10,7
1437,34,57,60,14,26,54,9,16,56,8,23,19,12,10,3
1437,26,50,52,12,23,52,19,22,86,6,22,14,11,4,7
1437,19,54,35,5,16,31,31,40,78,16,32,9,13,5,5
1437,31,56,55,9,26,35,17,23,74,10,27,21,5,5,4
1437,31,64,48,10,28,36,22,32,69,13,24,18,8,2,1
1437,18,45,40,7,22,32,22,28,79,9,21,12,16,9,1
1437,31,59,53,12,29,41,16,21,76,9,31,20,9,3,3
1437,32,65,49,11,28,39,6,12,50,12,24,25,7,6,4
1437,28,55,51,5,21,24,9,13,69,9,25,19,11,7,3
1437,27,49,55,15,26,58,18,20,90,6,27,16,16,7,6
1437,29,64,45,9,28,32,15,24,63,13,21,14,14,10,5
1437,20,51,39,9,22,41,8,16,50,11,30,10,15,4,5
1437,23,58,40,7,29,24,14,23,61,18,24,11,7,4,0
1437,23,53,43,12,29,41,15,22,68,9,24,17,14,9,4
1437,23,49,47,9,22,41,22,28,79,8,30,17,14,5,4
1437,27,53,51,7,15,47,16,28,57,9,22,15,9,14,0
1437,27,71,38,8,33,24,15,24,63,19,21,16,9,13,3
1437,29,51,57,7,21,33,16,19,84,10,21,16,12,12,4
1437,21,54,39,5,22,23,25,36,69,10,21,10,7,12,4
1437,29,58,50,7,18,39,12,16,75,14,25,20,9,5,5
1437,23,51,45,6,20,30,8,13,62,8,27,8,13,7,5
1437,28,58,48,13,32,41,9,12,75,12,29,21,13,7,6
1437,30,53,57,7,14,50,17,21,81,7,18,20,9,9,4
1437,26,58,45,9,23,39,13,24,54,9,32,15,15,13,6
1437,29,54,54,4,12,33,11,14,79,12,25,13,16,8,5
1437,27,51,53,9,15,60,22,27,81,6,28,14,10,7,3
1437,26,62,42,4,16,25,26,32,81,15,21,17,18,12,4
1437,26,48,54,8,18,44,32,44,73,9,24,14,5,6,4
1437,23,48,48,5,20,25,16,26,62,3,26,17,8,7,9
1437,34,61,56,10,23,43,12,16,75,14,27,22,13,7,3
1437,30,56,54,13,29,45,8,18,44,10,24,23,12,7,3
1437,28,61,46,15,34,44,17,19,89,9,25,24,5,3,3
1437,23,55,42,6,18,33,10,20,50,11,23,20,6,8,4
1437,25,56,45,12,26,46,9,14,64,7,20,15,5,10,3
1437,20,44,45,5,19,26,23,27,85,11,24,11,10,6,2
1437,23,61,38,11,26,42,13,19,68,18,26,15,15,7,4
1437,22,46,48,12,24,50,13,17,76,7,27,15,20,8,5
1437,20,40,50,7,20,35,27,37,73,9,18,9,13,6,5
1437,23,50,46,12,26,46,10,13,77,7,18,12,8,6,1
1437,26,53,49,12,27,44,16,19,84,8,29,22,8,8,6
1437,24,51,47,11,21,52,28,36,78,10,29,17,10,4,1
1437,25,47,53,13,25,52,26,31,84,8,25,15,10,10,5
1437,27,61,44,13,29,45,11,15,73,13,20,20,9,6,2
1437,22,52,42,6,22,27,26,31,84,10,26,10,12,7,3
1437,37,66,56,11,32,34,20,26,77,13,24,22,3,8,6
1437,30,57,53,17,29,59,7,10,70,10,20,22,11,14,2
1437,22,52,42,7,23,30,12,17,71,9,21,13,10,5,6
1437,24,48,50,9,23,39,12,17,71,7,28,15,13,6,4
1437,32,69,46,10,36,28,17,25,68,14,39,20,12,6,4
1437,31,63,49,9,30,30,16,20,80,10,23,20,8,10,5
1437,32,63,51,14,34,41,8,12,67,15,29,19,14,8,5
1437,27,67,40,9,28,32,12,16,75,15,29,19,7,9,3
1437,19,62,31,7,34,21,14,20,70,12,23,10,6,12,7
1437,27,51,53,8,27,30,7,11,64,5,23,9,10,5,3
1437,31,62,50,11,31,35,13,15,87,11,25,19,8,5,1
1437,28,51,55,13,28,46,7,7,100,8,26,24,13,7,6
1437,27,56,48,13,35,37,11,12,92,15,21,20,12,7,1
1437,25,51,49,1,11,9,26,41,63,7,37,10,10,6,3
1437,36,57,63,13,25,52,10,11,91,5,21,25,10,9,3
1437,34,50,68,6,18,33,11,16,69,0,29,20,14,7,3
1437,21,58,36,4,22,18,26,32,81,18,29,11,13,7,2
1437,22,53,42,4,15,27,12,13,92,8,31,8,13,4,4
1437,25,56,45,8,21,38,25,30,83,9,23,15,10,5,4
1437,18,47,38,3,18,17,16,22,73,9,25,10,11,3,6
1437,22,48,46,10,19,53,18,26,69,8,27,14,11,1,7
1437,21,58,36,7,22,32,19,25,76,13,35,10,20,10,3
1437,26,54,48,16,29,55,15,17,88,9,29,19,12,7,1
1437,28,62,45,5,22,23,11,11,100,12,34,11,16,9,4
1437,28,58,48,9,23,39,21,25,84,11,23,18,9,11,3
1437,23,52,44,4,19,21,23,27,85,13,24,13,15,9,4
1437,30,60,50,8,23,35,15,18,83,8,29,19,10,5,3
1437,25,54,46,8,26,31,19,21,90,5,30,18,8,3,7
1437,30,52,58,7,17,41,22,25,88,2,25,20,17,8,1
1437,29,58,50,14,31,45,11,17,65,8,21,20,5,5,1
1437,27,55,49,7,22,32,23,32,72,4,28,23,9,5,0
1437,24,50,48,13,21,62,20,25,80,4,26,17,7,6,7
1437,30,57,53,7,17,41,9,13,69,8,29,17,11,4,1
1438,19,47,40,2,8,25,14,20,70,11,21,14,9,5,4
1438,28,50,56,6,14,43,21,24,88,9,32,21,19,7,6
1438,23,53,43,6,16,38,11,11,100,7,22,12,9,9,8
1438,27,46,59,8,11,73,18,24,75,9,19,18,15,7,5
1438,21,46,46,4,12,33,14,17,82,8,28,12,10,3,4
1438,26,52,50,7,14,50,8,11,73,4,28,20,10,7,5
1438,19,53,36,1,8,13,7,10,70,10,27,10,8,2,8
1438,28,56,50,3,12,25,8,14,57,7,35,17,10,9,8
1438,25,54,46,6,16,38,19,29,66,16,23,18,16,8,2
1438,30,47,64,8,15,53,6,10,60,4,27,22,12,8,2
1438,22,49,45,8,14,57,9,18,50,5,27,14,11,6,6
1438,22,45,49,7,13,54,5,6,83,10,20,15,16,9,5
1438,26,51,51,11,23,48,11,18,61,5,19,21,6,9,3
1438,27,48,56,2,9,22,9,11,82,7,22,15,13,7,7
1438,22,54,41,4,16,25,10,15,67,7,26,13,8,4,4
1438,30,54,56,10,24,42,8,12,67,5,24,17,6,12,6
1438,26,48,54,11,19,58,17,23,74,9,25,15,16,5,1
1438,22,50,44,9,19,47,20,23,87,6,27,14,6,2,3
1438,32,59,54,6,19,32,12,14,86,10,19,15,5,5,3
1438,24,52,46,3,11,27,22,29,76,9,27,10,10,3,6
1438,21,57,37,4,16,25,15,23,65,7,33,9,8,6,9
1438,25,60,42,4,18,22,7,14,50,14,31,9,9,7,1
1438,25,48,52,4,11,36,16,21,76,14,28,10,17,6,4
1438,30,53,57,3,15,20,4,11,36,9,31,16,11,8,3
1438,30,62,48,9,21,43,6,11,55,16,19,21,9,8,4
1438,24,47,51,8,12,67,13,23,57,11,31,17,18,10,6
1438,20,44,45,10,14,71,26,36,72,9,20,11,12,6,1
1438,30,53,57,9,23,39,14,24,58,10,28,20,14,6,2
1438,20,53,38,7,26,27,10,18,56,12,30,14,10,4,8
1438,18,40,45,3,10,30,27,39,69,9,27,11,12,8,6
1438,19,58,33,6,16,38,18,33,55,17,24,9,6,3,3
1438,26,52,50,7,14,50,15,23,65,9,29,17,12,9,2
1438,29,62,47,3,13,23,15,18,83,13,27,14,7,9,6
1438,27,55,49,7,11,64,17,23,74,9,19,18,9,8,5
1438,26,54,48,8,20,40,16,29,55,14,24,16,8,6,2
1438,20,46,43,6,18,33,19,26,73,8,26,14,9,4,6
1438,28,52,54,5,11,45,7,12,58,8,18,18,12,14,4
1438,19,47,40,4,12,33,6,12,50,11,22,13,9,2,6
1438,27,56,48,4,14,29,19,34,56,12,28,17,6,6,1
1438,21,53,40,5,11,45,17,19,89,13,33,10,10,7,2
1438,24,51,47,4,13,31,9,16,56,7,21,16,6,2,5
1438,23,48,48,5,15,33,12,18,67,13,20,10,9,1,2
1438,20,51,39,9,25,36,8,15,53,11,17,11,7,7,3
1438,28,44,64,7,15,47,7,9,78,4,27,17,8,1,6
1438,20,44,45,9,16,56,16,20,80,7,30,14,10,3,3
1438,27,54,50,8,16,50,13,19,68,13,26,19,6,3,2
1438,23,48,48,6,20,30,12,17,71,13,18,13,11,5,4
1438,21,45,47,3,12,25,6,7,86,5,22,9,11,3,5
1438,21,47,45,5,12,42,25,38,66,12,27,8,8,2,5
1438,29,50,58,5,7,71,16,21,76,9,29,12,16,11,7
1438,23,53,43,10,21,48,11,17,65,14,27,19,11,9,11
1438,27,57,47,6,16,38,15,18,83,14,32,12,12,3,6
1438,24,57,42,1,9,11,10,16,63,14,27,9,8,4,9
1438,31,60,52,7,21,33,10,15,67,17,32,17,6,5,4
1438,22,46,48,3,7,43,17,22,77,10,25,11,12,8,4
1438,18,55,33,2,16,13,7,9,78,13,30,10,7,7,1
1438,26,49,53,5,13,38,19,27,70,8,26,13,7,4,4
1438,28,41,68,6,11,55,12,16,75,5,30,18,16,4,1
1438,22,44,50,5,11,45,21,28,75,8,24,14,6,4,6
1438,31,52,60,6,11,55,8,11,73,8,37,21,10,6,5
1438,27,61,44,5,15,33,24,29,83,17,25,13,5,4,2
1438,26,58,45,10,21,48,27,39,69,10,29,19,9,3,6
1438,23,56,41,6,20,30,9,10,90,11,28,13,9,5,4
1438,25,51,49,5,11,45,7,8,88,8,26,9,8,2,3
1438,25,50,50,10,21,48,5,10,50,5,22,14,4,4,5
1438,21,49,43,6,18,33,18,21,86,13,22,12,8,2,3
1438,24,53,45,5,9,56,4,6,67,7,29,13,4,4,3
1438,17,49,35,6,18,33,10,12,83,12,21,12,13,5,3
1438,29,56,52,5,12,42,12,18,67,8,19,18,8,9,7
1438,17,51,33,2,14,14,16,22,73,9,24,9,2,8,4
1438,19,51,37,2,11,18,11,18,61,15,28,10,12,2,6
1438,24,53,45,2,12,17,11,16,69,6,26,10,9,5,2
1438,20,47,43,5,13,38,16,22,73,9,22,11,7,5,4
1438,18,41,44,1,11,9,14,27,52,8,26,9,11,11,3
1438,28,56,50,5,14,36,9,13,69,11,34,15,11,8,8
1438,24,47,51,6,13,46,15,21,71,7,22,14,6,3,7
1438,24,52,46,6,17,35,5,8,63,16,26,13,20,9,0
1438,19,40,48,3,7,43,17,21,81,7,24,12,14,5,4
1438,32,65,49,5,18,28,17,26,65,23,27,16,8,4,3
1438,30,53,57,6,15,40,16,17,94,8,27,19,9,6,2
1438,34,61,56,13,25,52,6,8,75,10,28,23,7,4,3
1438,32,56,57,6,9,67,13,17,76,7,24,17,6,4,4
1438,34,65,52,6,19,32,6,10,60,15,22,18,7,9,6
1438,23,52,44,8,16,50,10,13,77,10,21,11,8,2,1
1438,26,58,45,2,11,18,13,17,76,8,24,10,6,15,5
1438,27,43,63,3,8,38,13,20,65,6,23,13,19,6,1
1438,26,46,57,8,12,67,26,30,87,13,18,12,12,4,2
1438,21,54,39,7,12,58,14,17,82,8,22,14,7,5,1
1438,25,55,45,6,16,38,15,21,71,8,23,16,7,7,2
1438,28,49,57,4,11,36,17,24,71,9,21,17,7,4,4
1438,24,47,51,2,7,29,16,21,76,10,25,12,11,1,3
1438,25,46,54,4,7,57,15,22,68,6,26,14,9,3,2
1438,25,44,57,8,18,44,15,21,71,4,27,18,13,7,1
1438,27,56,48,5,17,29,13,17,76,6,21,13,9,7,3
1438,26,45,58,5,13,38,6,10,60,5,20,14,15,9,5
1438,17,42,40,9,18,50,18,22,82,3,34,10,13,8,2
1438,24,50,48,9,16,56,7,12,58,9,20,17,7,6,5
1438,24,49,49,2,10,20,17,20,85,7,23,18,10,4,8
1438,29,54,54,10,18,56,5,6,83,6,21,21,10,6,1
1438,27,61,44,7,16,44,18,21,86,13,20,14,8,6,5
1438,21,52,40,9,19,47,13,15,87,10,24,12,8,7,1
1438,20,39,51,5,12,42,23,30,77,8,30,13,13,4,2
1438,28,52,54,7,14,50,9,15,60,7,18,17,7,6,3
1438,26,50,52,4,11,36,17,25,68,8,18,10,10,6,2
1439,27,58,47,10,25,40,16,24,67,8,29,19,10,5,1
1439,26,57,46,7,21,33,10,17,59,10,32,14,9,5,9
1439,36,68,53,11,24,46,12,15,80,9,35,16,13,7,2
1439,24,53,45,14,22,64,34,42,81,7,34,13,14,4,8
1439,26,52,50,5,18,28,30,39,77,5,22,16,13,7,3
1439,32,61,52,4,15,27,27,30,90,9,27,12,9,6,4
1439,24,55,44,6,16,38,27,33,82,13,28,8,12,5,6
1439,23,60,38,2,12,17,22,30,73,16,35,10,15,4,9
1439,23,56,41,4,16,25,16,25,64,13,30,10,24,6,3
1439,24,58,41,3,16,19,19,24,79,11,32,9,12,4,4
1439,27,60,45,4,13,31,8,16,50,10,28,12,7,4,6
1439,25,50,50,5,15,33,25,30,83,5,27,12,11,7,1
1439,23,42,55,6,13,46,17,22,77,7,26,5,16,5,6
1439,26,57,46,5,15,33,30,38,79,10,33,7,16,0,13
1439,25,52,48,6,13,46,23,41,56,14,32,13,13,5,4
1439,36,69,52,11,17,65,22,26,85,17,35,16,16,1,9
1439,28,59,47,12,30,40,7,10,70,10,27,19,11,2,5
1439,27,54,50,7,15,47,20,26,77,7,34,13,11,4,8
1439,29,48,60,9,20,45,14,20,70,7,30,16,18,3,8
1439,24,69,35,12,34,35,1,3,33,11,32,11,10,6,3
1439,26,56,46,8,19,42,22,28,79,10,32,18,8,3,3
1439,17,46,37,6,15,40,12,20,60,8,31,11,8,2,5
1439,24,46,52,6,14,43,17,29,59,7,26,11,6,4,8
1439,25,41,61,7,13,54,16,28,57,6,20,16,19,9,3
1439,25,51,49,10,19,53,18,24,75,11,24,9,22,7,4
1439,28,50,56,12,18,67,15,22,68,8,35,19,17,1,12
1439,25,52,48,5,17,29,10,20,50,12,16,13,8,5,3
1439,23,55,42,3,16,19,15,25,60,11,28,4,7,0,7
1439,33,62,53,4,7,57,17,24,71,11,33,12,15,5,6
1439,30,56,54,8,15,53,19,27,70,11,27,14,13,4,4
1439,23,60,38,12,27,44,12,17,71,12,22,15,9,4,4
1439,25,48,52,5,12,42,10,17,59,5,22,11,13,6,4
1439,30,62,48,8,19,42,13,14,93,8,20,13,4,8,2
1439,26,59,44,4,16,25,15,30,50,20,34,12,17,3,2
1439,23,49,47,6,12,50,24,33,73,12,37,13,17,3,7
1439,27,54,50,2,13,15,34,50,68,12,29,17,15,6,6
1439,26,59,44,6,16,38,24,32,75,17,29,12,17,5,3
1439,21,52,40,7,14,50,31,40,78,18,26,13,17,11,3
1439,28,56,50,3,8,38,15,28,54,8,25,17,8,9,3
1439,33,68,49,9,24,38,13,23,57,16,30,18,13,5,4
1439,33,72,46,10,26,38,11,16,69,17,21,15,10,8,3
1439,27,69,39,5,18,28,14,22,64,16,25,3,4,2,7
1439,24,51,47,9,17,53,13,22,59,5,17,17,8,9,2
1439,28,56,50,8,18,44,29,35,83,7,15,14,6,8,1
1439,23,51,45,4,12,33,28,36,78,5,26,12,14,5,5
1439,21,56,38,4,16,25,14,16,88,10,25,10,8,2,6
1439,28,53,53,11,19,58,16,27,59,8,21,11,10,7,2
1439,26,53,49,4,12,33,15,22,68,7,29,15,15,11,5
1439,25,52,48,7,19,37,24,33,73,8,22,11,14,10,2
1439,20,45,44,6,19,32,19,35,54,6,24,11,8,2,3
1439,27,51,53,9,17,53,14,17,82,4,20,15,11,6,4
1439,29,54,54,8,18,44,30,37,81,10,26,18,9,1,5
1440,29,60,48,6,21,29,12,20,60,12,22,17,13,12,10
1440,29,60,48,7,19,37,25,31,81,10,29,15,13,6,6
1440,28,53,53,6,19,32,24,30,80,9,23,8,10,6,3
1440,30,65,46,12,31,39,10,14,71,15,20,15,7,8,5
1440,26,54,48,11,22,50,9,13,69,9,19,17,9,10,4
1440,23,51,45,9,22,41,21,31,68,9,22,13,9,8,3
1440,25,62,40,7,19,37,13,20,65,18,35,8,20,5,7
1440,38,66,58,11,26,42,6,9,67,13,26,20,13,7,5
1440,31,68,46,13,34,38,8,11,73,17,29,19,10,6,7
1440,33,68,49,16,37,43,12,14,86,9,25,25,10,8,4
1440,29,61,48,7,21,33,25,30,83,7,20,12,4,7,1
1440,32,80,40,8,35,23,10,20,50,23,27,9,11,15,9
1440,25,61,41,5,26,19,16,26,62,12,27,11,12,10,4
1440,32,63,51,17,31,55,13,21,62,12,29,18,10,4,5
1440,29,67,43,9,34,26,28,41,68,19,30,14,15,7,6
1440,35,68,51,3,11,27,28,37,76,10,25,11,4,9,3
1440,31,74,42,10,31,32,10,12,83,17,24,14,17,12,8
1440,36,78,46,11,21,52,26,38,68,20,28,20,6,4,10
1440,41,82,50,15,32,47,10,16,63,16,31,15,4,6,6
1440,43,89,48,12,27,44,10,19,53,18,37,23,18,7,9
1440,28,58,48,11,22,50,25,33,76,12,31,10,14,3,8
1440,26,67,39,10,29,34,15,17,88,11,29,11,8,6,4
1440,32,67,48,8,19,42,12,20,60,20,19,19,9,6,5
1440,31,61,51,5,24,21,21,29,72,12,28,8,13,8,3
1440,31,67,46,7,29,24,17,21,81,12,33,22,8,3,9
1440,33,65,51,7,20,35,17,27,63,11,33,14,9,3,6
1440,26,58,45,11,29,38,3,4,75,12,19,12,13,3,4
1440,28,70,40,7,25,28,25,35,71,18,28,10,10,10,8
1440,30,75,40,19,55,35,13,18,72,16,29,24,12,8,3
1440,26,59,44,12,32,38,19,28,68,8,26,11,10,6,4
1440,27,77,35,9,41,22,22,37,59,23,32,14,19,14,10
1440,25,58,43,10,28,36,25,39,64,11,21,9,16,15,6
1440,33,62,53,24,45,53,3,4,75,8,19,21,9,7,9
1440,31,71,44,15,41,37,7,9,78,16,19,13,8,9,2
1440,34,74,46,20,46,43,25,32,78,15,25,18,18,11,6
1440,29,67,43,7,24,29,11,12,92,11,23,13,13,9,4
1440,28,64,44,8,27,30,12,17,71,8,32,15,12,8,5
1440,28,59,47,13,30,43,14,20,70,14,23,7,15,6,8
1440,29,64,45,12,32,38,16,18,89,10,27,17,7,6,4
1440,24,57,42,12,34,35,31,34,91,9,23,9,8,6,5
1440,40,72,56,11,27,41,20,26,77,10,26,22,8,8,6
1441,22,47,47,9,22,41,16,20,80,9,18,17,20,12,1
1441,29,60,48,7,15,47,14,17,82,6,26,19,12,10,1
1441,23,55,42,7,18,39,17,24,71,8,27,5,8,5,3
1441,27,57,47,6,15,40,12,16,75,18,17,12,9,10,1
1441,15,47,32,1,13,8,31,38,82,13,28,4,15,7,4
1441,31,58,53,12,22,55,16,19,84,7,26,23,13,8,0
1441,29,55,53,6,14,43,7,14,50,12,25,14,10,3,5
1441,22,52,42,6,17,35,7,11,64,12,23,9,14,9,4
1441,22,59,37,6,17,35,20,27,74,16,25,12,12,4,4
1441,25,53,47,9,15,60,21,28,75,9,30,12,16,6,4
1441,21,58,36,4,17,24,10,15,67,13,20,11,9,6,1
1441,28,55,51,7,20,35,13,24,54,14,23,10,10,9,6
1441,26,63,41,7,14,50,15,24,63,21,17,11,11,13,6
1441,22,60,37,7,20,35,17,20,85,16,24,14,11,5,4
1441,33,56,59,10,16,63,22,32,69,12,24,16,20,9,4
1441,29,61,48,20,35,57,14,18,78,12,30,21,15,3,3
1441,27,60,45,9,22,41,9,13,69,9,21,15,11,14,5
1441,28,65,43,6,15,40,12,15,80,14,20,14,14,14,4
1441,25,54,46,5,16,31,13,21,62,8,25,13,10,8,4
1441,22,53,42,7,21,33,16,25,64,14,23,12,13,6,6
1441,30,66,45,7,21,33,11,14,79,15,28,16,13,3,6
1441,24,54,44,5,14,36,31,42,74,13,22,10,15,6,8
1441,30,64,47,8,26,31,15,18,83,10,22,18,9,11,3
1441,25,57,44,7,18,39,25,31,81,11,26,11,15,7,2
1441,25,51,49,5,13,38,19,22,86,8,29,14,14,9,5
1441,24,54,44,5,17,29,17,23,74,10,29,12,9,7,9
1441,24,60,40,4,16,25,14,22,64,18,21,10,12,6,8
1441,33,64,52,6,16,38,27,34,79,15,21,10,8,6,2
1441,31,69,45,10,29,34,16,20,80,15,28,16,14,12,3
1441,21,41,51,5,14,36,19,31,61,6,24,13,16,12,8
1441,21,52,40,2,9,22,22,28,79,9,27,8,9,9,5
1441,27,57,47,5,13,38,19,23,83,11,12,10,8,8,3
1441,27,47,57,8,15,53,10,14,71,10,21,14,12,8,8
1441,26,52,50,10,19,53,20,32,63,13,27,17,14,3,4
1441,20,45,44,5,16,31,15,22,68,5,27,12,10,4,6
1441,31,64,48,4,11,36,19,26,73,18,39,16,22,11,4
1441,27,57,47,5,11,45,19,28,68,7,22,8,7,10,5
1441,26,55,47,3,9,33,18,26,69,12,23,7,13,7,5
1441,19,45,42,11,17,65,9,17,53,7,26,13,15,7,2
1441,27,46,59,3,9,33,10,13,77,12,17,9,10,5,3
1441,23,69,33,7,20,35,14,19,74,12,35,9,17,13,4
1441,31,59,53,7,21,33,21,26,81,7,20,19,9,9,0
1441,32,57,56,9,20,45,24,30,80,12,23,18,12,10,1
1441,25,53,47,8,26,31,15,22,68,9,29,9,13,9,7
1441,28,54,52,14,25,56,13,21,62,6,25,20,15,7,2
1441,26,64,41,12,26,46,22,30,73,9,32,15,14,7,6
1441,26,53,49,4,12,33,13,18,72,12,30,11,14,7,3
1441,25,50,50,3,13,23,14,23,61,10,22,10,20,15,5
1441,22,54,41,7,16,44,25,34,74,17,23,11,18,7,3
1441,25,53,47,8,17,47,14,18,78,11,21,15,8,8,2
1441,37,63,59,7,14,50,21,28,75,8,34,20,13,4,6
1441,19,47,40,4,14,29,11,20,55,7,26,11,10,7,5
1441,25,49,51,9,20,45,14,21,67,7,27,17,13,3,5
1441,28,61,46,6,12,50,26,35,74,13,31,11,16,6,3
1442,25,54,46,7,14,50,10,15,67,7,27,14,8,5,6
1442,22,48,46,5,10,50,10,11,91,10,19,12,14,7,7
1442,24,48,50,6,16,38,19,27,70,5,21,13,8,3,5
1442,22,48,46,7,12,58,17,24,71,8,22,12,11,6,5
1442,16,32,50,4,10,40,21,34,62,4,25,7,16,11,7
1442,21,48,44,7,18,39,6,11,55,10,19,16,12,6,1
1442,22,42,52,5,14,36,21,29,72,3,27,13,8,3,4
1442,25,40,63,2,7,29,21,29,72,6,24,15,13,4,7
1442,19,39,49,6,11,55,18,25,72,7,32,13,15,2,5
1442,12,27,44,1,7,14,14,24,58,8,18,6,18,6,7
1442,22,58,38,6,15,40,7,8,88,9,31,15,8,3,6
1442,31,54,57,5,9,56,22,26,85,8,27,13,10,5,7
1442,13,34,38,3,7,43,21,36,58,4,22,8,6,7,6
1442,14,39,36,5,20,25,10,12,83,7,19,8,12,6,2
1442,23,50,46,7,15,47,15,19,79,9,24,13,11,7,1
1442,28,57,49,6,14,43,6,9,67,6,34,17,11,5,4
1442,17,38,45,5,13,38,10,18,56,6,29,8,11,3,3
1442,19,40,48,6,15,40,9,15,60,5,15,11,10,10,3
1442,22,51,43,9,21,43,8,14,57,6,21,12,8,8,4
1442,19,43,44,5,13,38,11,22,50,6,26,7,12,8,4
1442,25,57,44,4,8,50,6,11,55,13,29,12,14,11,10
1442,19,49,39,3,12,25,20,27,74,9,22,11,11,6,1
1442,23,41,56,5,13,38,13,17,76,4,19,16,17,3,1
1442,27,56,48,3,11,27,22,32,69,9,35,13,21,5,0
1442,28,45,62,7,10,70,16,18,89,6,28,19,15,7,2
1442,26,50,52,4,13,31,13,15,87,6,29,10,12,4,3
1442,25,46,54,4,11,36,21,26,81,6,25,16,10,2,3
1442,17,56,30,6,21,29,20,29,69,13,28,10,12,4,2
1442,25,60,42,8,19,42,20,30,67,8,27,18,9,6,0
1442,29,64,45,8,22,36,12,17,71,10,30,20,14,6,0
1442,21,53,40,4,12,33,27,36,75,8,27,10,10,4,3
1442,25,50,50,10,25,40,20,26,77,5,28,18,14,7,1
1442,26,59,44,8,23,35,3,4,75,11,20,12,10,8,0
1442,27,50,54,7,9,78,8,12,67,8,23,11,10,0,4
1442,30,62,48,5,8,63,19,31,61,12,32,16,9,7,11
1442,28,51,55,9,16,56,18,23,78,6,30,16,12,7,2
1442,20,61,33,3,17,18,21,30,70,22,25,13,12,6,7
1442,27,54,50,6,17,35,23,34,68,8,30,14,9,7,2
1442,21,43,49,3,10,30,18,25,72,7,26,12,17,5,3
1442,32,64,50,11,24,46,15,20,75,11,30,14,14,9,2
1443,28,67,42,8,25,32,10,15,67,15,30,17,16,8,6
1443,28,55,51,6,15,40,30,43,70,13,25,12,12,8,4
1443,28,67,42,4,15,27,10,12,83,12,30,15,13,8,3
1443,23,50,46,6,22,27,13,22,59,10,26,14,14,9,7
1443,29,62,47,5,16,31,12,17,71,20,23,14,13,7,1
1443,22,46,48,5,16,31,9,18,50,7,28,11,15,6,2
1443,29,52,56,8,21,38,11,17,65,9,26,16,15,9,3
1443,25,46,54,9,22,41,17,21,81,7,22,15,13,6,3
1443,21,52,40,9,19,47,19,26,73,12,25,11,11,7,5
1443,24,57,42,4,17,24,20,26,77,15,34,12,12,6,4
1443,22,46,48,9,20,45,12,16,75,11,20,16,14,6,1
1443,27,60,45,7,17,41,9,13,69,9,29,12,12,4,6
1443,27,55,49,8,20,40,13,17,76,16,27,18,16,4,6
1443,28,56,50,10,20,50,22,27,81,12,26,15,9,2,2
1443,27,56,48,8,17,47,17,27,63,14,24,13,14,7,5
1443,28,48,58,11,22,50,7,13,54,7,24,16,20,7,5
1443,23,50,46,5,14,36,11,15,73,6,21,5,11,7,3
1443,18,52,35,4,14,29,18,24,75,9,27,8,12,7,2
1443,23,49,47,6,15,40,13,19,68,10,24,9,18,5,5
1443,18,50,36,4,20,20,17,32,53,13,30,6,23,4,3
1443,25,58,43,7,18,39,16,24,67,9,30,13,8,7,2
1443,22,45,49,8,21,38,15,20,75,9,15,13,19,4,6
1443,24,48,50,4,21,19,16,19,84,8,23,14,12,4,2
1443,21,51,41,10,30,33,17,22,77,11,19,12,9,9,4
1443,17,32,53,8,16,50,26,30,87,2,17,12,17,7,3
1443,26,65,40,6,21,29,13,17,76,18,21,8,9,2,3
1443,24,67,36,7,24,29,3,8,38,17,23,11,12,7,3
1443,25,53,47,2,13,15,8,17,47,10,31,12,11,4,2
1443,31,75,41,9,31,29,11,20,55,19,32,12,14,5,3
1443,25,49,51,8,12,67,11,15,73,9,26,14,13,6,3
1443,26,53,49,3,12,25,24,27,89,10,26,7,16,6,5
1443,23,51,45,8,20,40,23,39,59,16,20,12,16,5,2
1443,22,49,45,7,14,50,17,29,59,9,22,10,10,4,1
1443,24,57,42,12,30,40,19,27,70,14,22,11,17,3,1
1443,24,54,44,5,17,29,28,32,88,14,28,9,16,5,2
1443,23,58,40,9,26,35,17,32,53,15,28,12,6,5,1
1443,20,48,42,4,13,31,7,14,50,6,26,7,10,5,0
1443,23,55,42,5,17,29,24,33,73,11,24,11,8,7,3
1443,23,53,43,9,21,43,22,35,63,10,25,13,13,5,0
1443,25,58,43,3,22,14,9,12,75,17,23,13,16,5,1
1443,22,50,44,3,17,18,15,23,65,8,29,14,19,5,6
1443,23,54,43,9,21,43,26,32,81,11,29,18,9,3,3
1443,23,47,49,11,23,48,18,25,72,8,19,13,8,5,7
